"region","category","sub_category","segment","sales","profit","quantity","discount"
"East","Technology","Accessories","Consumer","39.98","13.5932",2,"0.0"
"West","Technology","Phones","Consumer","246.384","27.7182",2,"0.2"
"West","Technology","Copiers","Consumer","1799.97","701.9883",3,"0.0"
"Central","Office Supplies","Binders","Corporate","12.462","-20.5623",3,"0.8"
"West","Office Supplies","Binders","Home Office","75.792","25.5798",3,"0.2"
"East","Office Supplies","Storage","Corporate","49.96","9.4924",2,"0.0"
"East","Office Supplies","Paper","Corporate","12.96","6.2208",2,"0.0"
"Central","Office Supplies","Supplies","Home Office","70.12","21.036",4,"0.0"
"Central","Office Supplies","Storage","Consumer","35.952","3.5952",3,"0.2"
"Central","Furniture","Bookcases","Consumer","2396.2656","-317.1528",4,"0.32"
"Central","Office Supplies","Storage","Consumer","131.136","-32.784",4,"0.2"
"Central","Technology","Accessories","Consumer","57.584","0.7198",2,"0.2"
"South","Office Supplies","Paper","Consumer","9.568","3.4684",2,"0.2"
"South","Office Supplies","Art","Corporate","39.072","9.768",6,"0.2"
"East","Office Supplies","Appliances","Consumer","35.91","9.6957",3,"0.0"
"West","Technology","Accessories","Consumer","179.95","37.7895",5,"0.0"
"West","Technology","Copiers","Consumer","1199.976","434.9913",3,"0.2"
"West","Office Supplies","Paper","Consumer","27.15","13.3035",5,"0.0"
"West","Furniture","Tables","Consumer","1004.024","-112.9527",7,"0.2"
"West","Office Supplies","Paper","Consumer","9.68","4.6464",1,"0.0"
"West","Office Supplies","Labels","Consumer","28.35","13.608",9,"0.0"
"West","Office Supplies","Paper","Consumer","55.98","27.4302",1,"0.0"
"West","Furniture","Bookcases","Consumer","1336.829","31.4548",13,"0.15"
"West","Furniture","Chairs","Consumer","113.568","-18.4548",2,"0.2"
"West","Office Supplies","Paper","Corporate","139.86","65.7342",7,"0.0"
"West","Furniture","Chairs","Corporate","307.136","26.8744",4,"0.2"
"West","Office Supplies","Art","Consumer","95.92","25.8984",8,"0.0"
"West","Furniture","Chairs","Consumer","383.8","38.38",5,"0.2"
"South","Office Supplies","Paper","Corporate","5.78","2.8322",1,"0.0"
"West","Office Supplies","Art","Corporate","9.32","2.7028",4,"0.0"
"West","Office Supplies","Envelopes","Corporate","15.25","7.015",1,"0.0"
"West","Technology","Accessories","Consumer","196.752","56.5662",6,"0.2"
"East","Furniture","Furnishings","Corporate","56.56","14.7056",4,"0.0"
"East","Office Supplies","Storage","Corporate","32.7","8.502",3,"0.0"
"South","Furniture","Chairs","Consumer","866.4","225.264",4,"0.0"
"Central","Furniture","Furnishings","Corporate","28.4","11.076",2,"0.0"
"Central","Office Supplies","Binders","Corporate","287.92","138.2016",8,"0.0"
"East","Technology","Machines","Home Office","69.99","30.0957",1,"0.0"
"Central","Office Supplies","Art","Corporate","6.672","0.5004",6,"0.2"
"South","Office Supplies","Binders","Home Office","189.588","-145.3508",2,"0.7"
"South","Technology","Accessories","Home Office","408.744","76.6395",7,"0.2"
"South","Technology","Accessories","Home Office","291.96","54.7425",5,"0.2"
"South","Office Supplies","Storage","Home Office","4.768","-0.7748",2,"0.2"
"East","Office Supplies","Storage","Consumer","714.3","207.147",5,"0.0"
"South","Office Supplies","Binders","Consumer","4.812","-3.6892",2,"0.7"
"South","Technology","Accessories","Consumer","247.8","-18.585",5,"0.2"
"Central","Technology","Machines","Home Office","1007.979","43.1991",3,"0.3"
"Central","Office Supplies","Paper","Home Office","313.488","113.6394",7,"0.2"
"Central","Office Supplies","Paper","Corporate","31.872","11.5536",8,"0.2"
"East","Furniture","Chairs","Corporate","207.846","2.3094",3,"0.1"
"Central","Furniture","Furnishings","Consumer","12.22","3.666",1,"0.0"
"Central","Office Supplies","Storage","Consumer","194.94","23.3928",3,"0.0"
"Central","Office Supplies","Storage","Consumer","70.95","20.5755",3,"0.0"
"Central","Office Supplies","Paper","Consumer","91.36","42.0256",4,"0.0"
"Central","Furniture","Chairs","Consumer","242.94","29.1528",3,"0.0"
"Central","Office Supplies","Labels","Consumer","22.05","10.584",7,"0.0"
"Central","Furniture","Furnishings","Consumer","2.91","1.3677",1,"0.0"
"East","Office Supplies","Art","Consumer","59.52","15.4752",3,"0.0"
"East","Office Supplies","Storage","Consumer","161.94","9.7164",3,"0.0"
"East","Office Supplies","Art","Consumer","263.88","71.2476",6,"0.0"
"East","Office Supplies","Art","Consumer","30.48","7.9248",3,"0.0"
"East","Office Supplies","Art","Consumer","9.84","2.8536",3,"0.0"
"East","Technology","Phones","Consumer","35.12","9.1312",4,"0.0"
"East","Furniture","Tables","Corporate","284.364","-75.8304",2,"0.4"
"East","Office Supplies","Storage","Corporate","665.408","66.5408",2,"0.2"
"Central","Technology","Accessories","Corporate","63.88","24.9132",4,"0.0"
"West","Furniture","Chairs","Consumer","129.568","-24.294",2,"0.2"
"Central","Furniture","Chairs","Consumer","747.558","-96.1146",3,"0.3"
"Central","Office Supplies","Envelopes","Consumer","8.928","3.348",2,"0.2"
"West","Office Supplies","Appliances","Consumer","103.92","36.372",4,"0.0"
"West","Technology","Accessories","Consumer","899.91","377.9622",9,"0.0"
"West","Office Supplies","Binders","Consumer","51.312","18.6006",3,"0.2"
"West","Furniture","Furnishings","Home Office","23.56","7.068",5,"0.2"
"West","Furniture","Tables","Home Office","1272.63","-814.4832",6,"0.5"
"West","Office Supplies","Binders","Home Office","28.485","-20.889",5,"0.7"
"West","Office Supplies","Supplies","Home Office","185.376","-34.758",2,"0.2"
"West","Office Supplies","Appliances","Home Office","78.272","5.8704",2,"0.2"
"Central","Furniture","Furnishings","Home Office","254.744","-312.0614",7,"0.6"
"Central","Furniture","Bookcases","Corporate","205.3328","-36.2352",2,"0.32"
"Central","Office Supplies","Binders","Consumer","4.788","-7.9002",3,"0.8"
"East","Office Supplies","Paper","Corporate","55.48","26.6304",1,"0.0"
"West","Office Supplies","Storage","Consumer","340.92","3.4092",3,"0.0"
"West","Furniture","Bookcases","Consumer","222.666","10.4784",2,"0.15"
"West","Technology","Phones","Consumer","703.968","87.996",4,"0.2"
"West","Office Supplies","Storage","Consumer","92.52","24.9804",6,"0.0"
"West","Office Supplies","Paper","Consumer","62.65","28.819",7,"0.0"
"West","Office Supplies","Paper","Consumer","94.85","45.528",5,"0.0"
"West","Technology","Phones","Corporate","95.76","7.182",6,"0.2"
"East","Furniture","Furnishings","Consumer","40.2","19.296",3,"0.0"
"East","Office Supplies","Art","Corporate","14.7","6.615",5,"0.0"
"East","Office Supplies","Storage","Corporate","704.25","84.51",5,"0.0"
"West","Technology","Accessories","Consumer","9.09","1.9089",3,"0.0"
"East","Office Supplies","Art","Consumer","5.96","1.6688",2,"0.0"
"East","Technology","Accessories","Consumer","159.98","57.5928",2,"0.0"
"West","Office Supplies","Labels","Home Office","29.6","14.8",2,"0.0"
"West","Furniture","Bookcases","Home Office","514.165","-30.245",5,"0.15"
"West","Technology","Phones","Home Office","279.96","17.4975",5,"0.2"
"Central","Technology","Phones","Consumer","2735.952","341.994",6,"0.2"
"Central","Technology","Phones","Home Office","7.992","0.5994",1,"0.2"
"Central","Technology","Accessories","Home Office","63.984","10.3974",2,"0.2"
"Central","Office Supplies","Art","Home Office","70.368","6.1572",2,"0.2"
"East","Office Supplies","Storage","Consumer","449.15","8.983",5,"0.0"
"East","Office Supplies","Envelopes","Consumer","11.07","5.0922",3,"0.0"
"West","Technology","Accessories","Consumer","93.98","13.1572",2,"0.0"
"South","Furniture","Tables","Consumer","189.882","-94.941",3,"0.4"
"South","Office Supplies","Envelopes","Consumer","105.42","51.6558",2,"0.0"
"West","Office Supplies","Binders","Consumer","119.616","40.3704",8,"0.2"
"West","Furniture","Furnishings","Consumer","255.76","81.8432",4,"0.0"
"West","Furniture","Chairs","Consumer","241.568","18.1176",2,"0.2"
"West","Furniture","Furnishings","Consumer","69.3","22.869",9,"0.0"
"West","Office Supplies","Binders","Corporate","22.62","-15.08",2,"0.7"
"West","Office Supplies","Binders","Corporate","14.952","-11.9616",2,"0.7"
"West","Furniture","Chairs","Corporate","801.568","50.098",2,"0.2"
"West","Office Supplies","Binders","Corporate","2.376","-1.9008",3,"0.7"
"West","Office Supplies","Paper","Corporate","32.792","11.8871",1,"0.2"
"East","Office Supplies","Binders","Corporate","15.92","5.373",5,"0.2"
"South","Office Supplies","Art","Consumer","2.74","0.7398",1,"0.0"
"South","Office Supplies","Art","Consumer","8.34","2.1684",3,"0.0"
"South","Office Supplies","Storage","Consumer","46.74","11.685",3,"0.0"
"South","Office Supplies","Binders","Consumer","6354.95","3177.475",5,"0.0"
"Central","Furniture","Furnishings","Consumer","126.3","40.416",3,"0.0"
"Central","Technology","Accessories","Consumer","38.04","12.1728",2,"0.0"
"East","Office Supplies","Art","Consumer","7.152","0.7152",3,"0.2"
"West","Office Supplies","Art","Consumer","6.63","1.7901",3,"0.0"
"West","Office Supplies","Art","Consumer","5.88","1.7052",2,"0.0"
"West","Technology","Copiers","Home Office","2999.95","1379.977",5,"0.0"
"West","Office Supplies","Storage","Home Office","51.45","13.8915",3,"0.0"
"West","Office Supplies","Paper","Home Office","11.96","5.382",2,"0.0"
"West","Office Supplies","Storage","Home Office","1126.02","56.301",3,"0.0"
"Central","Technology","Accessories","Consumer","18.392","5.2877",1,"0.2"
"Central","Office Supplies","Storage","Consumer","129.568","-25.9136",2,"0.2"
"Central","Office Supplies","Binders","Consumer","14.112","-21.168",9,"0.8"
"Central","Furniture","Tables","Corporate","210.98","21.098",2,"0.0"
"West","Technology","Phones","Consumer","55.176","-12.4146",3,"0.2"
"West","Technology","Accessories","Consumer","66.26","27.1666",2,"0.0"
"East","Office Supplies","Fasteners","Consumer","22.2","10.434",5,"0.0"
"South","Furniture","Chairs","Home Office","683.952","42.747",3,"0.2"
"South","Furniture","Furnishings","Home Office","45.696","5.1408",3,"0.2"
"East","Office Supplies","Storage","Consumer","36.336","-7.2672",3,"0.2"
"East","Office Supplies","Supplies","Consumer","666.248","-149.9058",1,"0.2"
"East","Office Supplies","Envelopes","Consumer","52.512","19.692",6,"0.2"
"West","Furniture","Chairs","Corporate","190.72","11.92",1,"0.2"
"West","Furniture","Furnishings","Consumer","47.94","2.397",3,"0.0"
"South","Technology","Phones","Consumer","979.95","274.386",5,"0.0"
"South","Office Supplies","Binders","Consumer","22.75","11.375",5,"0.0"
"West","Office Supplies","Storage","Consumer","16.768","1.4672",2,"0.2"
"Central","Office Supplies","Binders","Consumer","42.616","-68.1856",7,"0.8"
"East","Office Supplies","Binders","Home Office","10.752","3.36",4,"0.2"
"South","Office Supplies","Appliances","Consumer","152.94","41.2938",3,"0.0"
"South","Furniture","Chairs","Consumer","283.92","70.98",4,"0.0"
"Central","Technology","Accessories","Consumer","468.9","206.316",6,"0.0"
"West","Technology","Phones","Corporate","380.864","38.0864",8,"0.2"
"East","Office Supplies","Storage","Consumer","646.776","-145.5246",9,"0.2"
"Central","Technology","Accessories","Consumer","58.112","7.264",2,"0.2"
"Central","Technology","Phones","Consumer","100.792","6.2995",1,"0.2"
"Central","Furniture","Furnishings","Consumer","66.112","-84.2928",4,"0.6"
"East","Office Supplies","Binders","Home Office","41.28","13.932",6,"0.2"
"East","Office Supplies","Paper","Home Office","13.36","6.4128",2,"0.0"
"Central","Office Supplies","Storage","Corporate","250.272","15.642",9,"0.2"
"Central","Office Supplies","Binders","Corporate","11.364","-17.046",3,"0.8"
"Central","Office Supplies","Supplies","Corporate","8.72","-1.744",5,"0.2"
"West","Furniture","Chairs","Consumer","1121.568","0.0",2,"0.2"
"South","Furniture","Furnishings","Consumer","34.504","6.0382",1,"0.2"
"Central","Office Supplies","Fasteners","Consumer","10.824","2.5707",3,"0.2"
"West","Office Supplies","Storage","Corporate","1295.78","310.9872",2,"0.0"
"South","Office Supplies","Art","Consumer","19.456","3.4048",4,"0.2"
"West","Office Supplies","Labels","Consumer","20.7","9.936",2,"0.0"
"West","Furniture","Tables","Consumer","1335.68","-217.048",4,"0.2"
"West","Office Supplies","Paper","Consumer","32.4","15.552",5,"0.0"
"West","Furniture","Furnishings","Consumer","42.6","16.614",3,"0.0"
"West","Office Supplies","Binders","Consumer","84.056","27.3182",7,"0.2"
"South","Office Supplies","Appliances","Consumer","13.0","1.3",5,"0.2"
"South","Furniture","Furnishings","Consumer","13.128","3.7743",3,"0.2"
"West","Office Supplies","Fasteners","Consumer","3.96","0.0",2,"0.0"
"West","Office Supplies","Labels","Consumer","2.61","1.2006",1,"0.0"
"West","Technology","Phones","Consumer","374.376","46.797",3,"0.2"
"West","Office Supplies","Paper","Corporate","91.84","45.0016",8,"0.0"
"West","Office Supplies","Binders","Corporate","81.088","27.3672",7,"0.2"
"West","Office Supplies","Paper","Corporate","19.44","9.3312",3,"0.0"
"West","Furniture","Chairs","Corporate","451.152","0.0",3,"0.2"
"East","Office Supplies","Labels","Consumer","72.45","34.776",7,"0.0"
"East","Office Supplies","Fasteners","Consumer","13.96","6.4216",4,"0.0"
"East","Office Supplies","Binders","Consumer","33.264","11.2266",7,"0.2"
"East","Technology","Phones","Consumer","14.85","4.0095",3,"0.0"
"West","Office Supplies","Art","Consumer","8.82","2.3814",3,"0.0"
"West","Office Supplies","Paper","Consumer","160.72","78.7528",14,"0.0"
"West","Office Supplies","Paper","Consumer","19.92","9.7608",4,"0.0"
"West","Office Supplies","Supplies","Consumer","7.3","2.19",2,"0.0"
"Central","Office Supplies","Storage","Consumer","69.712","8.714",2,"0.2"
"Central","Furniture","Furnishings","Consumer","8.792","-5.7148",1,"0.6"
"West","Office Supplies","Supplies","Consumer","51.52","1.5456",4,"0.0"
"West","Technology","Phones","Consumer","470.376","52.9173",3,"0.2"
"West","Technology","Phones","Consumer","105.584","9.2386",2,"0.2"
"West","Office Supplies","Appliances","Consumer","31.152","3.5046",3,"0.2"
"West","Office Supplies","Binders","Consumer","6.783","-4.7481",7,"0.7"
"West","Technology","Phones","Consumer","406.368","30.4776",4,"0.2"
"South","Furniture","Chairs","Consumer","70.98","4.9686",1,"0.0"
"South","Office Supplies","Labels","Consumer","294.93","144.5157",3,"0.0"
"West","Technology","Phones","Consumer","84.784","-20.1362",2,"0.2"
"West","Office Supplies","Paper","Consumer","20.736","7.2576",4,"0.2"
"West","Office Supplies","Binders","Consumer","16.821","-12.8961",3,"0.7"
"West","Office Supplies","Paper","Consumer","10.368","3.6288",2,"0.2"
"Central","Office Supplies","Art","Consumer","9.344","1.168",2,"0.2"
"Central","Technology","Accessories","Consumer","31.2","9.75",3,"0.2"
"West","Office Supplies","Appliances","Consumer","76.12","22.0748",2,"0.0"
"West","Technology","Copiers","Consumer","1199.976","434.9913",3,"0.2"
"West","Technology","Phones","Consumer","445.96","55.745",5,"0.2"
"West","Furniture","Furnishings","Consumer","327.76","91.7728",8,"0.0"
"East","Office Supplies","Supplies","Consumer","11.632","1.0178",2,"0.2"
"East","Technology","Phones","Consumer","143.982","-28.7964",3,"0.4"
"East","Technology","Phones","Consumer","494.376","-115.3544",4,"0.4"
"East","Office Supplies","Supplies","Consumer","5.84","0.73",2,"0.2"
"South","Office Supplies","Storage","Consumer","142.776","17.847",1,"0.2"
"South","Furniture","Furnishings","Consumer","45.696","5.1408",3,"0.2"
"South","Office Supplies","Binders","Consumer","7.218","-5.5338",3,"0.7"
"South","Office Supplies","Binders","Consumer","43.188","-31.6712",4,"0.7"
"South","Office Supplies","Paper","Consumer","131.904","47.8152",3,"0.2"
"East","Office Supplies","Binders","Consumer","3.282","-2.6256",2,"0.7"
"East","Office Supplies","Art","Consumer","21.168","2.3814",9,"0.2"
"East","Technology","Phones","Consumer","55.188","-10.1178",2,"0.4"
"Central","Technology","Phones","Corporate","369.576","41.5773",3,"0.2"
"Central","Office Supplies","Labels","Corporate","15.712","5.6956",4,"0.2"
"East","Office Supplies","Paper","Corporate","8.448","2.64",2,"0.2"
"East","Technology","Phones","Corporate","728.946","-157.9383",9,"0.4"
"East","Technology","Phones","Consumer","119.94","15.992",10,"0.4"
"East","Office Supplies","Binders","Consumer","3.648","-2.7968",2,"0.7"
"East","Furniture","Furnishings","Corporate","40.48","15.7872",2,"0.0"
"East","Furniture","Furnishings","Corporate","9.94","3.0814",2,"0.0"
"East","Office Supplies","Binders","Corporate","107.424","33.57",9,"0.2"
"East","Technology","Phones","Corporate","37.91","10.9939",1,"0.0"
"East","Furniture","Furnishings","Corporate","88.02","27.2862",3,"0.0"
"Central","Office Supplies","Binders","Consumer","8.69","-14.773",5,"0.8"
"Central","Furniture","Chairs","Corporate","301.96","87.5684",2,"0.0"
"Central","Office Supplies","Appliances","Corporate","555.21","178.901",5,"0.1"
"Central","Office Supplies","Storage","Corporate","523.48","130.87",4,"0.0"
"Central","Office Supplies","Art","Corporate","161.82","46.9278",9,"0.0"
"East","Furniture","Furnishings","Home Office","35.56","12.0904",7,"0.0"
